,train_ind,train_acc,train_f1,train_fpr,train_fnr,train_fpr_all,train_fpr_mean,train_fpr_diff,train_fnr_all,train_fnr_mean,train_fnr_diff,test_ind,test_acc,test_f1,test_fpr,test_fnr,test_fpr_all,test_fpr_mean,test_fpr_diff,test_fnr_all,test_fnr_mean,test_fnr_diff
56,0.1152,0.9827,0.9822,0.0142,0.0206,"[0.025839793281653745, 0.0449438202247191, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12661208373254362,0.12187743600446788,"[0.07828655834564253, 0.08086642599277978, 0.11764705882352941, 0.0, 0.0024449877750611247, 0.025, 0.13513513513513514, 0.125], mean FNR",0.07054752075901849,0.05962127825181045,0.1332,0.9138,0.9106,0.0812,0.0916,"[0.10559006211180125, 0.17482517482517482, 0.16666666666666666, 0.5, 1.0, 0.08, 0.07142857142857142], mean FPR",0.2997872107188878,0.2217162014932797,"[0.13, 0.11343804537521815, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09739404138618799,0.07450026849241509
57,0.1176,0.9825,0.9821,0.0146,0.0204,"[0.025839793281653745, 0.0449438202247191, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12661208373254362,0.1217361032364656,"[0.07828655834564253, 0.07942238267148015, 0.11764705882352941, 0.0, 0.0024449877750611247, 0.025, 0.13513513513513514, 0.125], mean FNR",0.07036701534385603,0.0595516867674377,0.1357,0.9135,0.9104,0.0827,0.0905,"[0.11180124223602485, 0.18181818181818182, 0.16666666666666666, 0.5, 1.0, 0.08, 0.07142857142857142], mean FPR",0.3016735231642064,0.22297349520781834,"[0.13, 0.11343804537521815, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09739404138618799,0.07476191161120106
58,0.1187,0.9827,0.9822,0.0148,0.0200,"[0.025839793281653745, 0.0449438202247191, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12661208373254362,0.12166543685246446,"[0.07680945347119646, 0.07653429602888087, 0.11764705882352941, 0.0, 0.0024449877750611247, 0.025, 0.13513513513513514, 0.125], mean FNR",0.06982136640422537,0.05922786568938645,0.1357,0.9128,0.9097,0.0841,0.0905,"[0.11180124223602485, 0.18181818181818182, 0.16666666666666666, 0.5, 1.0, 0.08, 0.07142857142857142], mean FPR",0.3016735231642064,0.2223444764770384,"[0.13, 0.11343804537521815, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09739404138618799,0.07476191161120106
59,0.1176,0.9829,0.9824,0.0153,0.0191,"[0.025839793281653745, 0.0449438202247191, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12661208373254362,0.1215241040844622,"[0.07385524372230429, 0.07509025270758123, 0.11764705882352941, 0.0, 0.0024449877750611247, 0.025, 0.13513513513513514, 0.125], mean FNR",0.0692715847704514,0.0591217397787713,0.1357,0.9128,0.9098,0.0846,0.0900,"[0.11180124223602485, 0.1888111888111888, 0.16666666666666666, 0.5, 1.0, 0.08, 0.07142857142857142], mean FPR",0.3026725241632074,0.2231338045657794,"[0.13, 0.11343804537521815, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09739404138618799,0.07489273317059406
60,0.1256,0.9704,0.9703,0.0488,0.0095,"[0.10077519379844961, 0.17696629213483145, 0.125, 1.0, 0.06666666666666667, 0.058823529411764705], mean FPR",0.2547052803352854,0.20594547537450525,"[0.026587887740029542, 0.02454873646209386, 0.029411764705882353, 0.0, 0.0, 0.016666666666666666, 0.02702702702702703, 0.08333333333333333], mean FNR",0.0259469269918791,0.021177627967921688,0.1316,0.8973,0.8990,0.1477,0.0544,"[0.22981366459627328, 0.36363636363636365, 0.16666666666666666, 0.5, 1.0, 0.16, 0.5], mean FPR",0.41715952784275767,0.26941001707954826,"[0.056666666666666664, 0.04363001745200698, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0], mean FNR",0.030394228371977063,0.046697608362716816
61,0.1204,0.9770,0.9767,0.0333,0.0122,"[0.07235142118863049, 0.11797752808988764, 0.0625, 1.0, 0.044444444444444446, 0.029411764705882353], mean FPR",0.22111419307147415,0.18912102692649166,"[0.028064992614475627, 0.0332129963898917, 0.058823529411764705, 0.0, 0.0024449877750611247, 0.016666666666666666, 0.02702702702702703, 0.08333333333333333], mean FNR",0.031196691652277522,0.024485178515078344,0.1414,0.9049,0.9047,0.1223,0.0659,"[0.16770186335403728, 0.27972027972027974, 0.16666666666666666, 0.5, 1.0, 0.12, 0.42857142857142855], mean FPR",0.38038003404463033,0.25873060715058505,"[0.06333333333333334, 0.059336823734729496, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.0], mean FNR",0.05104805534779357,0.06983106553132731
62,0.1138,0.9833,0.9829,0.0146,0.0189,"[0.03359173126614987, 0.047752808988764044, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1283722381906338,0.12349625769455579,"[0.06499261447562776, 0.07075812274368232, 0.11764705882352941, 0.0, 0.0024449877750611247, 0.025, 0.10810810810810811, 0.125], mean FNR",0.06424386149075109,0.0542049304298607,0.1332,0.9128,0.9099,0.0856,0.0890,"[0.10559006211180125, 0.18181818181818182, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3109902933505418,0.22697855166756722,"[0.12666666666666668, 0.11343804537521815, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09697737471952131,0.07473770962271337
63,0.1173,0.9795,0.9790,0.0161,0.0251,"[0.028423772609819122, 0.03651685393258427, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12563825257188205,0.12026760738779611,"[0.08567208271787297, 0.08303249097472924, 0.20588235294117646, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.08987732974681384,0.07344333493960112,0.1283,0.9090,0.9051,0.0807,0.1020,"[0.08074534161490683, 0.14685314685314685, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3024460425702662,0.22192884939162488,"[0.12333333333333334, 0.1256544502617801, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08915918723510347,0.06364898315347081
64,0.1125,0.9801,0.9795,0.0134,0.0268,"[0.023255813953488372, 0.025280898876404494, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1229042669531303,0.11845228476105903,"[0.10044313146233383, 0.09675090252707581, 0.23529411764705882, 0.02631578947368421, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09875971971425533,0.07814893977651442,0.1225,0.9110,0.9068,0.0749,0.1041,"[0.07453416149068323, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.07142857142857142], mean FPR",0.2903556484922945,0.2165720552455854,"[0.14, 0.13089005235602094, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.0918969708302169,0.0658634805110123
65,0.1131,0.9802,0.9796,0.0140,0.0260,"[0.025839793281653745, 0.025280898876404494, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1233349301744912,0.11867094883041655,"[0.1019202363367799, 0.09819494584837545, 0.23529411764705882, 0.02631578947368421, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.09574648486034516,0.07566984306298627,0.1250,0.9123,0.9082,0.0749,0.1015,"[0.08074534161490683, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.07142857142857142], mean FPR",0.29124295993861216,0.2173682045570074,"[0.14333333333333334, 0.13089005235602094, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09231363749688357,0.0669342549746439
66,0.1159,0.9797,0.9792,0.0157,0.0251,"[0.028423772609819122, 0.028089887640449437, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12423375818985959,0.1190044457737759,"[0.09896602658788774, 0.09386281588447654, 0.23529411764705882, 0.02631578947368421, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.09483569239624628,0.07542453418362563,0.1266,0.9105,0.9066,0.0793,0.1005,"[0.08074534161490683, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3014470415712652,0.22219068149298732,"[0.13666666666666666, 0.13089005235602094, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09148030416355024,0.06636256476009655
67,0.1173,0.9794,0.9789,0.0178,0.0235,"[0.028423772609819122, 0.03651685393258427, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12563825257188205,0.11970227631578706,"[0.09601181683899557, 0.0888086642599278, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.09352902375268353,0.07589370875712009,0.1258,0.9113,0.9076,0.0797,0.0984,"[0.08074534161490683, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3014470415712652,0.22170144470238062,"[0.13, 0.1273996509598604, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09021067065569684,0.0656162174898151
68,0.1176,0.9801,0.9796,0.0176,0.0224,"[0.03359173126614987, 0.042134831460674156, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1274359086026188,0.12157059873052496,"[0.09010339734121123, 0.0851985559566787, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.09233920777755436,0.0755357472629137,0.1283,0.9115,0.9080,0.0817,0.0958,"[0.08074534161490683, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3014470415712652,0.22050442509644413,"[0.13, 0.1256544502617801, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.0899925205684368,0.06605217519952
69,0.1173,0.9753,0.9745,0.0155,0.0344,"[0.025839793281653745, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12286676538048369,0.11770811934840114,"[0.103397341211226, 0.10613718411552346, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09999665765954016,0.0762260510187145,0.1242,0.9054,0.9006,0.0768,0.1136,"[0.06832298136645963, 0.1258741258741259, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.2976744166806279,0.2232891533436075,"[0.14666666666666667, 0.13787085514834205, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09360290451259037,0.06521462612431199
70,0.1280,0.9483,0.9475,0.0575,0.0457,"[0.07751937984496124, 0.0898876404494382, 0.0625, 1.0, 0.1111111111111111, 0.08823529411764706], mean FPR",0.23820890425385957,0.18075713406094038,"[0.11521418020679468, 0.11263537906137185, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.10810810810810811, 0.16666666666666666], mean FNR",0.10073761347879387,0.07231786457236632,0.1316,0.8784,0.8753,0.1262,0.1167,"[0.11180124223602485, 0.16783216783216784, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.32008368443151053,0.21118771865985342,"[0.13666666666666666, 0.15008726003490402, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09387995512341063,0.0647067473787743
71,0.1287,0.9412,0.9408,0.0721,0.0448,"[0.10077519379844961, 0.11235955056179775, 0.1875, 1.0, 0.13333333333333333, 0.08823529411764706], mean FPR",0.2703672286352046,0.19828751695405133,"[0.11225997045790251, 0.11046931407942238, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.10810810810810811, 0.16666666666666666], mean FNR",0.10009757913743866,0.07189965809259052,0.1373,0.8705,0.8686,0.1433,0.1146,"[0.13043478260869565, 0.17482517482517482, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3237446197694645,0.20218623346080164,"[0.13666666666666666, 0.15008726003490402, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09387995512341063,0.06523003361634626
72,0.1297,0.9547,0.9540,0.0511,0.0393,"[0.07493540051679587, 0.08707865168539326, 0.0625, 1.0, 0.1111111111111111, 0.08823529411764706], mean FPR",0.2373100762384912,0.18621828060567372,"[0.103397341211226, 0.10613718411552346, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.13513513513513514, 0.16666666666666666], mean FNR",0.10182661261449513,0.0756158994962959,0.1316,0.8827,0.8794,0.1199,0.1146,"[0.11801242236024845, 0.17482517482517482, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3219699968768292,0.2140251560459167,"[0.13666666666666666, 0.14834205933682373, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09366180503615058,0.06501188352908623
73,0.1231,0.9675,0.9667,0.0310,0.0342,"[0.05167958656330749, 0.056179775280898875, 0.0625, 1.0, 0.06666666666666667, 0.029411764705882353], mean FPR",0.21107296553612587,0.1806344598391683,"[0.09748892171344166, 0.10324909747292418, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.13513513513513514, 0.16666666666666666], mean FNR",0.10072704934694718,0.07706735663691121,0.1275,0.8981,0.8940,0.0934,0.1109,"[0.11180124223602485, 0.14685314685314685, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3170866814345076,0.22748366214459975,"[0.14, 0.13961605584642234, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09298772126651708,0.06525355067520364
74,0.1256,0.9714,0.9707,0.0261,0.0313,"[0.046511627906976744, 0.056179775280898875, 0.0625, 1.0, 0.044444444444444446, 0.029411764705882353], mean FPR",0.2065079353897004,0.18043203969328317,"[0.10044313146233383, 0.09891696750902527, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.095346475986738,0.07312866437696822,0.1250,0.9004,0.8963,0.0905,0.1094,"[0.09316770186335403, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3032216644639005,0.2157153742765927,"[0.13333333333333333, 0.13263525305410123, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09128178758414361,0.06394008167100912
75,0.1228,0.9734,0.9728,0.0240,0.0293,"[0.03617571059431524, 0.047752808988764044, 0.0625, 1.0, 0.044444444444444446, 0.029411764705882353], mean FPR",0.20338078812223434,0.17942488394585107,"[0.09896602658788774, 0.09675090252707581, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09826945813306692,0.07704987190040453,0.1217,0.9032,0.8990,0.0861,0.1083,"[0.08695652173913043, 0.13286713286713286, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3013353520185818,0.21697415548517393,"[0.12666666666666668, 0.12914485165794065, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09001215407629021,0.06293209128194169
76,0.1221,0.9744,0.9738,0.0229,0.0284,"[0.03617571059431524, 0.047752808988764044, 0.0625, 1.0, 0.044444444444444446, 0.029411764705882353], mean FPR",0.20338078812223434,0.18048487970586802,"[0.09896602658788774, 0.096028880866426, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09817920542548571,0.07740327491598213,0.1242,0.9047,0.9006,0.0846,0.1068,"[0.08695652173913043, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3023343530175828,0.2190215210354749,"[0.12666666666666668, 0.1273996509598604, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08979400398903017,0.06310640587286062
77,0.1194,0.9770,0.9764,0.0184,0.0277,"[0.031007751937984496, 0.042134831460674156, 0.0625, 0.6666666666666666, 0.044444444444444446, 0.0], mean FPR",0.14112561575162827,0.12882966493543155,"[0.103397341211226, 0.096028880866426, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09873311975340299,0.07828993103626855,0.1266,0.9075,0.9032,0.0797,0.1062,"[0.08695652173913043, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3023343530175828,0.22258875614869833,"[0.13333333333333333, 0.12914485165794065, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09084548740962353,0.06428871085284699
78,0.1180,0.9786,0.9780,0.0159,0.0271,"[0.028423772609819122, 0.03651685393258427, 0.0625, 0.6666666666666666, 0.044444444444444446, 0.0], mean FPR",0.13975862294225241,0.1291586653420828,"[0.103397341211226, 0.09747292418772563, 0.23529411764705882, 0.02631578947368421, 0.0, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09891362516856544,0.07880317824380012,0.1250,0.9085,0.9042,0.0783,0.1057,"[0.08074534161490683, 0.13286713286713286, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.30044804057226415,0.2221701540751996,"[0.13666666666666666, 0.13089005235602094, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09148030416355024,0.06505434916616668
79,0.1156,0.9788,0.9781,0.0153,0.0275,"[0.028423772609819122, 0.03651685393258427, 0.0625, 0.6666666666666666, 0.044444444444444446, 0.0], mean FPR",0.13975862294225241,0.12958266364608959,"[0.103397341211226, 0.09819494584837545, 0.23529411764705882, 0.02631578947368421, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.0993095013480293,0.07836597961791927,0.1275,0.9100,0.9057,0.0758,0.1052,"[0.08074534161490683, 0.13286713286713286, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.30044804057226415,0.2246163380282329,"[0.14, 0.13089005235602094, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.0918969708302169,0.06560183739222633
80,0.1280,0.9754,0.9752,0.0382,0.0104,"[0.08527131782945736, 0.1544943820224719, 0.125, 0.6666666666666666, 0.044444444444444446, 0.058823529411764705], mean FPR",0.18911672339580085,0.15095687603519028,"[0.0310192023633678, 0.02815884476534296, 0.058823529411764705, 0.0, 0.0024449877750611247, 0.016666666666666666, 0.02702702702702703, 0.08333333333333333], mean FNR",0.03093419891782045,0.025109997226938935,0.1349,0.9057,0.9062,0.1292,0.0570,"[0.2111801242236025, 0.34265734265734266, 0.16666666666666666, 0.5, 1.0, 0.16, 0.5], mean FPR",0.4115005905068017,0.2823420777866451,"[0.05333333333333334, 0.04886561954624782, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0], mean FNR",0.0306320119670905,0.047860923668702274
81,0.1176,0.9786,0.9781,0.0197,0.0231,"[0.03875968992248062, 0.05337078651685393, 0.0, 1.0, 0.044444444444444446, 0.0], mean FPR",0.18942915348062983,0.18285717976852464,"[0.08124076809453472, 0.07725631768953069, 0.23529411764705882, 0.013157894736842105, 0.0, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.08859386249622102,0.07376934000988095,0.1299,0.9075,0.9042,0.0895,0.0958,"[0.08074534161490683, 0.14685314685314685, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.31265012420291927,0.22835274116393833,"[0.12333333333333334, 0.12216404886561955, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.0887228870605834,0.0647825416916666
82,0.1138,0.9804,0.9798,0.0136,0.0260,"[0.025839793281653745, 0.025280898876404494, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1233349301744912,0.11881228159841883,"[0.09601181683899557, 0.09097472924187726, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09583904688358297,0.07896139635321142,0.1234,0.9095,0.9052,0.0763,0.1057,"[0.08074534161490683, 0.14685314685314685, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3024460425702662,0.22612510323562818,"[0.13333333333333333, 0.13089005235602094, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09106363749688356,0.0646376824995
83,0.1128,0.9814,0.9808,0.0127,0.0248,"[0.025839793281653745, 0.02247191011235955, 0.0, 0.3333333333333333, 0.022222222222222223, 0.0], mean FPR",0.06731120982492814,0.0630712267848603,"[0.09748892171344166, 0.09025270758122744, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09593343228530749,0.07961035140888449,0.1234,0.9120,0.9079,0.0744,0.1026,"[0.08695652173913043, 0.15384615384615385, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.30433235501558487,0.2299683628433735,"[0.14333333333333334, 0.13263525305410123, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10146035901271504,0.07581933337168939
84,0.1135,0.9816,0.9811,0.0134,0.0237,"[0.023255813953488372, 0.02247191011235955, 0.0, 0.0, 0.022222222222222223, 0.0], mean FPR",0.011324991048011691,0.011324991048011691,"[0.0930576070901034, 0.08808664259927798, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09510875983464653,0.07934024861217207,0.1225,0.9118,0.9078,0.0768,0.1005,"[0.08695652173913043, 0.15384615384615385, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.30433235501558487,0.22752217889034018,"[0.13666666666666666, 0.12914485165794065, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10019072550486163,0.07507298610140793
85,0.1125,0.9806,0.9800,0.0140,0.0251,"[0.023255813953488372, 0.028089887640449437, 0.0, 0.0, 0.022222222222222223, 0.0], mean FPR",0.012261320636026673,0.012261320636026673,"[0.0915805022156573, 0.08664259927797834, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.0947436163101783,0.0783096215029656,0.1291,0.9102,0.9062,0.0773,0.1031,"[0.08074534161490683, 0.14685314685314685, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.3024460425702662,0.2251466296544149,"[0.12, 0.12390924956369982, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09745294190974818,0.07168109470932957
86,0.1118,0.9670,0.9655,0.0119,0.0550,"[0.025839793281653745, 0.033707865168539325, 0.0, 0.3333333333333333, 0.022222222222222223, 0.0], mean FPR",0.06918386900095809,0.06522655149689478,"[0.1255539143279173, 0.12707581227436823, 0.2647058823529412, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.21621621621621623, 0.20833333333333334], mean FNR",0.12489433846041828,0.09682362374785211,0.1176,0.9006,0.8947,0.0744,0.1261,"[0.06832298136645963, 0.11888111888111888, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.30687949731427994,0.23424150822942622,"[0.14, 0.15881326352530542, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.09538737222637747,0.06441536804008757
87,0.1066,0.9656,0.9640,0.0117,0.0581,"[0.03359173126614987, 0.03651685393258427, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12649957901460382,0.12261292789454165,"[0.1255539143279173, 0.13140794223826716, 0.2647058823529412, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.1891891891891892, 0.20833333333333334], mean FNR",0.12205747632752725,0.09321036409943313,0.1127,0.8996,0.8933,0.0724,0.1303,"[0.06832298136645963, 0.11888111888111888, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.30687949731427994,0.2356393276311595,"[0.14, 0.16579406631762653, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.0962599725754176,0.0663345408642716
88,0.1125,0.9698,0.9684,0.0104,0.0510,"[0.031007751937984496, 0.033707865168539325, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12560075099923546,0.12213809818318005,"[0.11521418020679468, 0.11985559566787003, 0.2647058823529412, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.16666666666666666], mean FNR",0.1073558761509972,0.0802833868155384,0.1160,0.9044,0.8988,0.0709,0.1219,"[0.062111801242236024, 0.11888111888111888, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3059921858679623,0.23757500362877715,"[0.14, 0.15706806282722513, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10409779356768886,0.07361637022912265
89,0.1107,0.9737,0.9726,0.0093,0.0441,"[0.025839793281653745, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12286676538048369,0.11975744448443394,"[0.10487444608567208, 0.10758122743682311, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.16666666666666666], mean FNR",0.1008526427687407,0.07549931936052237,0.1201,0.9064,0.9009,0.0690,0.1198,"[0.06832298136645963, 0.13286713286713286, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.308877499312282,0.24008351358219476,"[0.14, 0.1431064572425829, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10235259286960857,0.07239445576861434
90,0.1118,0.9722,0.9711,0.0093,0.0470,"[0.023255813953488372, 0.019662921348314606, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12196793736511531,0.11885861646906555,"[0.11816838995568685, 0.11768953068592057, 0.2647058823529412, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.20833333333333334], mean FNR",0.11266272758019838,0.08658846362184694,0.1176,0.9054,0.8997,0.0690,0.1219,"[0.062111801242236024, 0.11888111888111888, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.2957881042353092,0.22876874139785736,"[0.14333333333333334, 0.15881326352530542, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10473261032161556,0.07425118698304936
91,0.1128,0.9726,0.9714,0.0098,0.0459,"[0.023255813953488372, 0.016853932584269662, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12149977257110782,0.1182491189070558,"[0.11225997045790251, 0.1148014440433213, 0.2647058823529412, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.20833333333333334], mean FNR",0.11156316431265043,0.08576618518127326,0.1184,0.9054,0.8998,0.0695,0.1214,"[0.062111801242236024, 0.11888111888111888, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.2957881042353092,0.22841928654742402,"[0.14333333333333334, 0.15357766143106458, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10407816005983545,0.07372755828066224
